,BiasAdjustedAbsReturn,NaiveForecast,GARCHForecast,EGARCHForecast
2024-02-21,0.018013794541920314,0.116112910929577,0.1276002999403007,0.1423620919003964
2024-02-22,0.4075505762396306,0.1102365634629071,0.1177545184926391,0.1304103900897009
2024-02-23,0.013715296989986013,0.1226575330196853,0.1703786401562455,0.1292087500744251
2024-02-26,0.0730022734353222,0.122319631810523,0.1549436898629025,0.1188482855388579
2024-02-27,0.036926994451001324,0.1232611228090803,0.1446380082172483,0.1223907884412322
2024-02-28,0.026312419372796134,0.1231990016168959,0.1326654097533808,0.1134147806285086
2024-02-29,0.07139630669487806,0.1224340244467882,0.1229848437915136,0.1102555535279621
2024-03-01,0.1859140207453079,0.120285393327826,0.1152257440414732,0.1035582725626507
2024-03-04,0.02134640375782517,0.1205212091927195,0.121122172581272,0.1003678896121029
2024-03-05,0.19984341288138466,0.1171435079997374,0.1129130247104396,0.0980271911804834
2024-03-06,0.10056343976782818,0.1222326730969675,0.1277722206365184,0.1280313038944815
2024-03-07,0.19651795155803076,0.1225900995656277,0.1211712922722807,0.1198152150610493
2024-03-08,0.11977581451852334,0.1248544313867969,0.1272890275391274,0.1148856143141331
2024-03-11,0.017116192079696304,0.1264914668474362,0.1260951841397518,0.1268778383260055
2024-03-12,0.21288009147567835,0.1264165520690131,0.1170169735077151,0.1206257346579861
2024-03-13,0.031206793373098052,0.1278871565018021,0.1268988701402395,0.1159832747173691
2024-03-14,0.0393704847854249,0.1280407233324283,0.1182573566108976,0.1132583786390742
2024-03-15,0.1370870331185944,0.1166104005066124,0.1113338969335165,0.1121472393860963
2024-03-18,0.11789352529584535,0.1147504154764602,0.1159119217072283,0.1276221589430559
2024-03-19,0.11025635864704285,0.1123866164634648,0.1128774509304021,0.119860312336206
2024-03-20,0.183180326853142,0.1120058835977616,0.1096494101574441,0.1128949228113772
2024-03-21,0.06563332884073617,0.1140970118857704,0.1164922236962733,0.1085076452772969
2024-03-22,0.03774964149510618,0.1125456859481949,0.1094240986812837,0.1018856170625651
2024-03-25,0.055042308240431145,0.1129723853418109,0.1038034532565722,0.101929817848347
2024-03-26,0.036784460231472034,0.1129462236331083,0.1003372425180887,0.1047448062874291
2024-03-27,0.16650608382435475,0.113210190960911,0.0961620018626557,0.1042864511076489
2024-03-28,0.0038048018603230476,0.1054516909457153,0.1037914936962847,0.1005445089264312
2024-04-01,0.03464857758705382,0.1034758261614026,0.0976327693957044,0.0955077633246376
2024-04-02,0.12689893008776595,0.1027434170640329,0.093786819695107,0.0958294352632673
2024-04-03,0.021842981352989257,0.1035695289723528,0.1011491648312006,0.1119824992224406
2024-04-04,0.2443459874947932,0.1014994458147511,0.0952813191784664,0.1040327488278177
2024-04-05,0.20677106005374923,0.1091769990619333,0.1251059758419952,0.1418507657768117
2024-04-08,0.011128468344091945,0.0968717831359787,0.1316946666211603,0.1342620388364254
2024-04-09,0.02299954036571906,0.0968739660040356,0.1214907640013468,0.1233376123896502
2024-04-10,0.20022350146617818,0.095940454463829,0.1126789418546303,0.1140373850937703
2024-04-11,0.14958551902730774,0.1010669181739386,0.1273772959644857,0.1408641616598356
2024-04-12,0.27653205775678463,0.1028584737234769,0.1256331191550668,0.1321306028201275
2024-04-15,0.25083174413594805,0.1110034025654056,0.1515409053097457,0.1705385904427973
2024-04-16,0.03631998119324227,0.1136361599928483,0.1646729426566085,0.1966611001713014
2024-04-17,0.11809632237194959,0.1136930974818913,0.1512445323023791,0.1838341139691111
2024-04-18,0.040980520534702775,0.1112851718444809,0.1455300266687525,0.1853501598215492
2024-04-19,0.1744215359085338,0.1101959428131997,0.1348694882617921,0.1748411547711942
2024-04-22,0.1823853192309458,0.1080605130451453,0.1394821489680305,0.1869241950434287
2024-04-23,0.23470573623954064,0.1110885487339771,0.13940240958494,0.1726314892413478
2024-04-24,0.0094445706924524,0.1168262243994616,0.1470020725429404,0.1614984885315244
2024-04-25,0.07572954829268193,0.1121058522857062,0.1350577388756778,0.1496866735361434
2024-04-26,0.1876053388197281,0.1124543025515283,0.1281349348319986,0.149493736676544
2024-04-29,0.070334861847475,0.1161386799223841,0.1311485348913115,0.1404685716769128
2024-04-30,0.31769482069123794,0.1149478204010475,0.122273751805433,0.1300406042575399
2024-05-01,0.06471208208927265,0.1224353907941099,0.1585406931540515,0.1774927548037186
2024-05-02,0.18522771849637998,0.1211769267351818,0.1473546810083817,0.1716669636719279
2024-05-03,0.24509848776792859,0.1212526503560814,0.1460826778321654,0.1595772972172984
2024-05-06,0.2044056965006561,0.1267292019495947,0.1537527585099859,0.1504737611490314
2024-05-07,0.02194494806120052,0.1305839848382429,0.1537051087114904,0.1416915944351217
2024-05-08,0.0019218952274956099,0.1304298637994717,0.1406236485084327,0.1300512969223076
2024-05-09,0.11430880010448732,0.1303339849879838,0.1293186425950843,0.1207011614822585
2024-05-10,0.025613778687623726,0.1290675305277534,0.1236703945870248,0.1137403576946734
2024-05-13,0.00266837620190511,0.1291387034848222,0.1145746755335754,0.1056635243925283
2024-05-14,0.09107851262847387,0.1290512680102638,0.1068276010670392,0.0991677260708712
2024-05-15,0.24485503047776214,0.1283092647331878,0.1030416456653875,0.0942532466806194
2024-05-16,0.04098044625962453,0.1329547092876746,0.1227389095593352,0.0934320419605617
2024-05-17,0.02858517336180551,0.1274983655352921,0.1153563649603373,0.0950537257842501
2024-05-20,0.022905423452882927,0.1243687060543275,0.1074560170837693,0.089210358030054
2024-05-21,0.04873626426011662,0.1243746742919978,0.1006498553809902,0.0838873407561533
2024-05-22,0.057370371853248885,0.1244704717423461,0.0954188331480366,0.0797166696476443
2024-05-23,0.14585744272370205,0.1207262419778658,0.0937327813466879,0.0856523990733794
2024-05-24,0.13120689438981994,0.121431898961196,0.1040923798800248,0.1068686388523293
2024-05-28,0.01389732774638209,0.1146395076663478,0.104800743594375,0.1019593243429618
2024-05-29,0.13980791459055555,0.1069508518997952,0.0983763992554076,0.095007623432177
2024-05-30,0.13242086580898418,0.1094466875503012,0.1064681010896667,0.1135421111505858
2024-05-31,0.18039083481559137,0.1098885486659462,0.1114044116396411,0.1278946995564673
2024-06-03,0.01621557050403131,0.1115308230402754,0.1171995635637841,0.121513261604851
2024-06-04,0.022228828401691082,0.1070013514900258,0.108972380529823,0.1122889482991403
2024-06-05,0.2350703339088254,0.1049229401892937,0.1019395891285305,0.1043111711342091
2024-06-06,0.00037553002439150716,0.1049380342663867,0.1200278668423331,0.1020780988656056
2024-06-07,0.02420047364273868,0.104858188014554,0.111554914897421,0.0964490980974494
2024-06-10,0.061378526611228744,0.1039030511108167,0.1050306692771238,0.0950797505637222
2024-06-11,0.04785809187201182,0.1015408996179286,0.0996456097532648,0.0899639407356921
2024-06-12,0.16273624376154988,0.1014210501267469,0.0945417028595725,0.0851147002690358
2024-06-13,0.04002000201271369,0.0881155079188551,0.1018089022290214,0.0834118607512536
