Date,EGARCH_ConditionalVol
2010-01-05,0.15339987111486642
2010-01-06,0.14158399648172781
2010-01-07,0.13073619256785235
2010-01-08,0.12214035616426218
2010-01-11,0.11432722791521303
2010-01-12,0.10690235756381367
2010-01-13,0.13189660357094532
2010-01-14,0.12428572350635994
2010-01-15,0.11605462904108418
2010-01-19,0.14664687930369602
2010-01-20,0.1382899869659252
2010-01-21,0.16115732295189383
2010-01-22,0.21413954227274729
2010-01-25,0.2674231437751863
2010-01-26,0.2402633034958485
2010-01-27,0.22886641839331512
2010-01-28,0.20731069759376322
2010-01-29,0.22337301905069953
2010-02-01,0.23485967843267017
2010-02-02,0.2152137125255722
2010-02-03,0.19751219912240844
2010-02-04,0.19475345755597454
2010-02-05,0.2891773095022361
2010-02-08,0.25791743908185183
2010-02-09,0.25266723656334505
2010-02-10,0.22962268613886358
2010-02-11,0.21345859706796688
2010-02-12,0.19558265433036065
2010-02-16,0.18111609342466928
2010-02-17,0.16909982084727465
2010-02-18,0.1558030788430732
2010-02-19,0.14453563107361383
2010-02-22,0.13368322123417947
2010-02-23,0.12445558297852624
2010-02-24,0.15702186027460086
2010-02-25,0.14646855791444113
2010-02-26,0.14001391313230474
2010-03-01,0.1293405134442527
2010-03-02,0.12255700344002964
2010-03-03,0.11454663317770696
2010-03-04,0.10696203835249489
2010-03-05,0.10080313415592561
2010-03-08,0.09838650306133749
2010-03-09,0.09322069190250137
2010-03-10,0.08818135018302166
2010-03-11,0.0844229127423397
2010-03-12,0.08097127810969267
2010-03-15,0.07786231639960244
2010-03-16,0.07455778602749576
2010-03-17,0.07312398008566344
2010-03-18,0.07126213619078779
2010-03-19,0.07086044227936111
2010-03-22,0.08557653748946376
2010-03-23,0.0823275833687819
2010-03-24,0.07987015130644154
2010-03-25,0.09265181279188148
2010-03-26,0.0934103553307291
2010-03-29,0.09102042644070568
2010-03-30,0.08748260540691294
2010-03-31,0.08277249894612897
2010-04-01,0.09027706470711759
2010-04-05,0.08695076631438357
2010-04-06,0.0843292527809134
2010-04-07,0.08039232099903458
2010-04-08,0.09616177826242191
2010-04-09,0.09129769186952831
2010-04-12,0.08779067941574806
2010-04-13,0.08329432281050932
2010-04-14,0.07902553890732886
2010-04-15,0.07809498671714347
2010-04-16,0.07435750584029374
2010-04-19,0.13813094275224871
2010-04-20,0.1285175145170629
2010-04-21,0.12144387058429745
2010-04-22,0.11945504757241132
2010-04-23,0.11186326745409815
2010-04-26,0.10609357559055806
2010-04-27,0.11198526315246601
2010-04-28,0.20138578353442071
2010-04-29,0.18446198586825135
2010-04-30,0.1711170966910397
2010-05-03,0.21301548546861643
2010-05-04,0.19584885759235504
2010-05-05,0.25812489668416
2010-05-06,0.24911994256477768
2010-05-07,0.33797032577502967
2010-05-10,0.34260408542482595
2010-05-11,0.3134506144541332
2010-05-12,0.28690341236127453
2010-05-13,0.25902475879017534
2010-05-14,0.269600619082143
2010-05-17,0.29690380568834274
2010-05-18,0.264057111480424
2010-05-19,0.27751826306393207
2010-05-20,0.26471661374361993
2010-05-21,0.3686647384029646
2010-05-24,0.32786718748604304
2010-05-25,0.3279783615259459
2010-05-26,0.2903661508896915
2010-05-27,0.2764933209718918
2010-05-28,0.2551899229151043
2010-06-01,0.2667885094429285
2010-06-02,0.2903059692294598
2010-06-03,0.26496344290617063
2010-06-04,0.23774468255099057
2010-06-07,0.3381754499717488
2010-06-08,0.3353559043406669
2010-06-09,0.2990072112648343
2010-06-10,0.2817973943833251
2010-06-11,0.2585873516596609
2010-06-14,0.23268620456837172
2010-06-15,0.21493327423213737
2010-06-16,0.2000308196460517
2010-06-17,0.18362746489039358
2010-06-18,0.1675796609953356
2010-06-21,0.1535261570974602
2010-06-22,0.15057068821066708
2010-06-23,0.19498225738193115
2010-06-24,0.1870569591221363
2010-06-25,0.2243625462085117
2010-06-28,0.20330906506542834
2010-06-29,0.19434283572002797
2010-06-30,0.2889398977900064
2010-07-01,0.2855175096323505
2010-07-02,0.2679139016077013
2010-07-06,0.2559106116687915
2010-07-07,0.23084433428412748
2010-07-08,0.21590587756972793
2010-07-09,0.19753424994626553
2010-07-12,0.18111101351185377
2010-07-13,0.16515176423163905
2010-07-14,0.15509659052636895
2010-07-15,0.14395964596808639
2010-07-16,0.13320827158191334
2010-07-19,0.2341054338558206
2010-07-20,0.21208638844564634
2010-07-21,0.19456679200625257
2010-07-22,0.21786490795763777
2010-07-23,0.20243382496135015
2010-07-26,0.18564522441727535
2010-07-27,0.1716213390111197
2010-07-28,0.1583309102629343
2010-07-29,0.1657270086969135
2010-07-30,0.16715597811551652
2010-08-02,0.15470976657627244
2010-08-03,0.14800975849428616
2010-08-04,0.15162281105172096
2010-08-05,0.1410959385402259
2010-08-06,0.13448093231894143
2010-08-09,0.13769514371043903
2010-08-10,0.12855089417012647
2010-08-11,0.13672868863749987
2010-08-12,0.2353678797234557
2010-08-13,0.2303813143377298
2010-08-16,0.21689178198562029
2010-08-17,0.1984062290279049
2010-08-18,0.18311619183711242
2010-08-19,0.16719375544348716
2010-08-20,0.21156939204361283
2010-08-23,0.20168260665224538
2010-08-24,0.1948666200457746
