,SquaredReturn,Trailing30DayVol,NaiveVariance,GARCHVariance,EGARCHVariance,NaiveForecast,GARCHForecast,EGARCHForecast
2024-05-14,2.095614725845968e-05,0.1283092647331878,6.608821339308308e-05,4.528625535610513e-05,3.902475354788629e-05,0.1290512680102638,0.10682760106703929,0.0991677260708712
2024-05-15,0.00015145989241344205,0.1329547092876746,6.533042625544153e-05,4.213325691044161e-05,3.5252676626340095e-05,0.1283092647331878,0.10304164566538758,0.09425324668061946
2024-05-16,4.242608414069253e-06,0.1274983655352921,7.01466457213098e-05,5.978111079291538e-05,3.4641057400476905e-05,0.1329547092876746,0.12273890955933524,0.09343204196056179
2024-05-17,2.064245008326793e-06,0.1243687060543276,6.450727465940856e-05,5.280591641612118e-05,3.585401105344216e-05,0.1274983655352921,0.1153563649603373,0.09505372578425016
2024-05-20,1.3254282784717376e-06,0.1243746742919978,6.137926605407833e-05,4.582061749010843e-05,3.1581301507342965e-05,0.12436870605432758,0.10745601708376933,0.08921035803005403
2024-05-21,6.000453232650561e-06,0.1244704717423462,6.138515716365294e-05,4.0199973762754925e-05,2.7924944202932456e-05,0.1243746742919978,0.1006498553809902,0.0838873407561533
2024-05-22,8.314859436730372e-06,0.1207262419778658,6.147975530064366e-05,3.612997507671767e-05,2.521725166552246e-05,0.12447047174234618,0.09541883314803663,0.07971666964764433
2024-05-23,5.3744839720445114e-05,0.121431898961196,5.783660913531034e-05,3.486442182137306e-05,2.911243439295812e-05,0.1207262419778658,0.09373278134668794,0.0856523990733794
2024-05-24,4.349034915017124e-05,0.1146395076663478,5.8514706687786166e-05,4.299691884558489e-05,4.53210554371016e-05,0.121431898961196,0.1040923798800248,0.10686863885232938
2024-05-28,4.879127664340605e-07,0.1069508518997952,5.215165364278816e-05,4.358411054735695e-05,4.125279293838604e-05,0.1146395076663478,0.10480074359437509,0.1019593243429618
2024-05-29,4.937909176246788e-05,0.1094466875503012,4.539081238925367e-05,3.840442829547368e-05,3.581924011996171e-05,0.1069508518997952,0.09837639925540763,0.09500762343217702
2024-05-30,4.429884758632432e-05,0.1098885486659462,4.753403736402085e-05,4.498197043507734e-05,5.115798017671427e-05,0.1094466875503012,0.10646810108966671,0.11354211115058586
2024-05-31,8.220694687000084e-05,0.1115308230402754,4.791862352344455e-05,4.924977354275643e-05,6.490894513745656e-05,0.1098885486659462,0.11140441163964118,0.12789469955646737
2024-06-03,6.642690956442208e-07,0.1070013514900258,4.9361605111274704e-05,5.450689563310106e-05,5.859314581686099e-05,0.1115308230402754,0.1171995635637841,0.12151326160485106
2024-06-04,1.2482820592409383e-06,0.1049229401892937,4.54336873836986e-05,4.7122935390224465e-05,5.0034952024313525e-05,0.1070013514900258,0.10897238052982308,0.11228894829914032
2024-06-05,0.0001395967253098018,0.1049380342663867,4.368580705542104e-05,4.1236824728942924e-05,4.317785882297726e-05,0.1049229401892937,0.10193958912853052,0.10431117113420917
2024-06-06,3.562615172132869e-10,0.104858188014554,4.369837712576726e-05,5.7169400074289135e-05,4.134896138101726e-05,0.1049380342663867,0.12002786684233317,0.1020780988656056
2024-06-07,1.4795420543661114e-06,0.1039030511108167,4.3631903149585544e-05,4.938293268956691e-05,3.691439890401356e-05,0.104858188014554,0.11155491489742109,0.0964490980974494
2024-06-10,9.517272410495762e-06,0.1015408996179286,4.284065091324201e-05,4.37755614634943e-05,3.587364669547475e-05,0.1039030511108167,0.10503066927712383,0.09507975056372223
2024-06-11,5.786158689673663e-06,0.1014210501267469,4.0914897996897825e-05,3.940177596468235e-05,3.2117105685298116e-05,0.1015408996179286,0.09964560975326486,0.08996394073569212
2024-06-12,6.690339510195858e-05,0.0881155079188551,4.081837066988932e-05,3.546878404598295e-05,2.8748064293205576e-05,0.1014210501267469,0.09454170285957253,0.08511470026903581
2024-06-13,4.0460737485307536e-06,0.0864247328723029,3.0810883872213556e-05,4.1131161004279593e-05,2.7609279817406834e-05,0.0881155079188551,0.10180890222902149,0.0834118607512536
2024-06-14,3.6990806423723484e-07,0.0842887697485939,2.9639819254162355e-05,3.666749413137327e-05,2.4826319327953344e-05,0.0864247328723029,0.09612600335552324,0.07909634928771518
2024-06-17,6.284427797688448e-05,0.080683032144343,2.8192844070363006e-05,3.2887448008912546e-05,2.209017785667481e-05,0.0842887697485939,0.0910364591701916,0.07461048733175553
2024-06-18,6.438895985443579e-06,0.0770360236232275,2.58323479206551e-05,3.844596350759484e-05,2.168157930607747e-05,0.080683032144343,0.09842958297135013,0.07391723740191812
2024-06-20,7.399787074893867e-06,0.0782102515008342,2.3549797363803437e-05,3.477856637209887e-05,1.9905678537538172e-05,0.0770360236232275,0.09361729928687815,0.07082535556888944
2024-06-21,1.7996415216773153e-06,0.0786038691751108,2.4273188253268805e-05,3.357911242511333e-05,2.3685169645105294e-05,0.0782102515008342,0.09198878372458547,0.07725712103467572
2024-06-24,1.0600262470275115e-05,0.0790290331152977,2.4518127973404495e-05,3.124714162512272e-05,2.4417404556392723e-05,0.0786038691751108,0.08873713816396676,0.07844224594063434
2024-06-25,1.4770520370356372e-05,0.0793094321969741,2.4784079663249286e-05,3.1469179779791355e-05,2.9207272073078304e-05,0.0790290331152977,0.08905185738943024,0.08579179775721997
2024-06-26,1.556237891169995e-06,0.0791951516059236,2.496026204526362e-05,3.0252801549061904e-05,2.6709215655942985e-05,0.0793094321969741,0.0873138361908558,0.08204097967051364
2024-06-27,2.4809583067194895e-06,0.0787056997633989,2.4888381102719135e-05,2.7778811135783765e-05,2.3853223560606994e-05,0.0791951516059236,0.08366755886374067,0.07753071866862168
2024-06-28,1.5545892103800006e-05,0.0733041274273177,2.4581695139866233e-05,2.5864845857187378e-05,2.151766482439603e-05,0.0787056997633989,0.08073376713625606,0.07363729717845298
2024-07-01,4.2262903344883225e-06,0.072778109525544,2.1323393245557268e-05,2.8226627121140347e-05,2.7989239932130776e-05,0.0733041274273177,0.08433925559623684,0.08398385834728574
2024-07-02,4.498851156417566e-05,0.0745459229461336,2.101846518298444e-05,2.6379928707514133e-05,2.5160605411223018e-05,0.072778109525544,0.08153368650008144,0.07962708435970892
2024-07-03,1.982659065797239e-05,0.0750943588423727,2.2051962809090826e-05,3.0341136816967084e-05,2.3854211702437704e-05,0.0745459229461336,0.08744121727123716,0.07753232454282731
